drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00425,DB00625,efavirenz,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00593,ethosuximide,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00588,fluticasone propionate,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00575,clonidine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00557,hydroxyzine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00555,lamotrigine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00543,amoxapine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00540,nortriptyline,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00494,entacapone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00484,brimonidine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00458,imipramine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00455,loratadine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00434,cyproheptadine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00427,triprolidine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB09117,paraldehyde,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB08815,lurasidone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB06690,nitrous oxide,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB06216,asenapine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01624,zolpidem,zuclopenthixol,central nervous system depressant (cns depressant) activities
DB00425,DB01623,thiothixene,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01595,nitrazepam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01589,quazepam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01558,bromazepam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01551,dihydrocodeine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01440,gamma hydroxybutyric acid,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01351,amobarbital,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01267,paliperidone,zolpidem,central nervous system depressant (cns depressant) activities
DB01005,DB08895,hydroxyurea,tofacitinib,immunosuppressive activities
DB01005,DB04817,hydroxyurea,metamizole,risk or severity of myelosuppression
DB01004,DB01598,ganciclovir,imipenem,risk or severity of generalized seizure
DB01002,DB01235,levobupivacaine,levodopa,orthostatic hypotensive activities
DB01002,DB09220,levobupivacaine,nicorandil,hypotensive activities
DB01002,DB01238,aripiprazole,levobupivacaine,hypotensive activities
DB00425,DB01238,aripiprazole,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01236,sevoflurane,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01224,quetiapine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01221,ketamine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01215,estazolam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01198,zolpidem,zopiclone,central nervous system depressant (cns depressant) activities
DB00425,DB01192,oxymorphone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01189,desflurane,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01174,phenobarbital,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01100,pimozide,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01081,diphenoxylate,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01075,diphenhydramine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00996,gabapentin,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00962,zaleplon,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00924,cyclobenzaprine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00921,buprenorphine,zolpidem,central nervous system depressant (cns depressant) activities
DB01005,DB01656,hydroxyurea,roflumilast,immunosuppressive activities
DB01005,DB08868,fingolimod,hydroxyurea,immunosuppressive activities
DB00425,DB00899,remifentanil,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00897,triazolam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00875,flupentixol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00854,levorphanol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00850,perphenazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00844,nalbuphine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00842,oxazepam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00831,trifluoperazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00829,diazepam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00818,propofol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00813,fentanyl,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00802,alfentanil,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00753,isoflurane,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00734,risperidone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00708,sufentanil,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00690,flurazepam,zolpidem,central nervous system depressant (cns depressant) activities
DB01007,DB01054,nitrendipine,tioconazole,therapeutic efficacy
DB01007,DB01023,felodipine,tioconazole,therapeutic efficacy
DB01007,DB09236,lacidipine,tioconazole,therapeutic efficacy
DB01007,DB09232,cilnidipine,tioconazole,therapeutic efficacy
DB01007,DB09231,benidipine,tioconazole,therapeutic efficacy
DB01007,DB09227,barnidipine,tioconazole,therapeutic efficacy
DB01007,DB06712,nilvadipine,tioconazole,therapeutic efficacy
DB01007,DB04920,clevidipine,tioconazole,therapeutic efficacy
DB01007,DB01244,bepridil,tioconazole,therapeutic efficacy
DB01007,DB01115,nifedipine,tioconazole,therapeutic efficacy
DB01007,DB08881,tioconazole,vemurafenib,risk or severity of qtc prolongation
DB01007,DB09089,tioconazole,trimebutine,therapeutic efficacy
DB01007,DB01202,levetiracetam,tioconazole,therapeutic efficacy
DB01007,DB01118,amiodarone,tioconazole,therapeutic efficacy
DB01007,DB04838,cyclandelate,tioconazole,therapeutic efficacy
DB01007,DB04842,fluspirilene,tioconazole,therapeutic efficacy
DB01007,DB05246,methsuximide,tioconazole,therapeutic efficacy
DB01007,DB09230,azelnidipine,tioconazole,therapeutic efficacy
DB01007,DB09216,tioconazole,tolfenamic acid,therapeutic efficacy
DB01007,DB08992,eperisone,tioconazole,therapeutic efficacy
DB01007,DB07615,tioconazole,tranilast,therapeutic efficacy
DB01007,DB04743,nimesulide,tioconazole,therapeutic efficacy
DB01007,DB01427,amrinone,tioconazole,therapeutic efficacy
DB01007,DB09235,efonidipine,tioconazole,therapeutic efficacy
DB01007,DB09238,manidipine,tioconazole,therapeutic efficacy
DB01007,DB09090,pinaverium,tioconazole,therapeutic efficacy
DB01007,DB04841,flunarizine,tioconazole,therapeutic efficacy
DB01008,DB01656,busulfan,roflumilast,immunosuppressive activities
DB01008,DB08868,busulfan,fingolimod,immunosuppressive activities
DB01008,DB08895,busulfan,tofacitinib,immunosuppressive activities
DB01008,DB04817,busulfan,metamizole,risk or severity of myelosuppression
DB01007,DB09229,aranidipine,tioconazole,therapeutic efficacy
DB01007,DB06152,nylidrin,tioconazole,therapeutic efficacy
DB00425,DB00683,midazolam,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00679,thioridazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00652,pentazocine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00628,clorazepate,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00623,fluphenazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00611,butorphanol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00502,haloperidol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00497,oxycodone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00490,buspirone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00477,chlorpromazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00475,chlordiazepoxide,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00474,methohexital,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00454,pethidine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00433,prochlorperazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB06204,tapentadol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB09034,suvorexant,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB08883,perampanel,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01173,orphenadrine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01403,methotrimeprazine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00956,hydrocodone,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00450,droperidol,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB00972,azelastine,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB01041,thalidomide,zolpidem,central nervous system depressant (cns depressant) activities
DB00425,DB09072,sodium oxybate,zolpidem,central nervous system depressant (cns depressant) activities
DB00424,DB09290,hyoscyamine,ramosetron,constipating activities
DB00424,DB01233,hyoscyamine,metoclopramide,therapeutic efficacy
DB00424,DB00449,dipivefrin,hyoscyamine,therapeutic efficacy
DB00424,DB00805,hyoscyamine,minaprine,therapeutic efficacy
DB00424,DB01245,decamethonium,hyoscyamine,therapeutic efficacy
DB00424,DB01043,hyoscyamine,memantine,therapeutic efficacy
DB00424,DB04864,huperzine a,hyoscyamine,therapeutic efficacy
DB00424,DB01057,echothiophate,hyoscyamine,therapeutic efficacy
DB00424,DB00772,hyoscyamine,malathion,therapeutic efficacy
DB00424,DB01400,hyoscyamine,neostigmine,therapeutic efficacy
DB00424,DB01122,ambenonium,hyoscyamine,therapeutic efficacy
DB00424,DB01010,edrophonium,hyoscyamine,therapeutic efficacy
DB00424,DB00989,hyoscyamine,rivastigmine,therapeutic efficacy
DB00424,DB00981,hyoscyamine,physostigmine,therapeutic efficacy
DB00424,DB00944,demecarium,hyoscyamine,therapeutic efficacy
DB00424,DB00843,donepezil,hyoscyamine,therapeutic efficacy
DB00424,DB00677,hyoscyamine,isoflurophate,therapeutic efficacy
DB00424,DB00674,galantamine,hyoscyamine,therapeutic efficacy
DB00424,DB00545,hyoscyamine,pyridostigmine,therapeutic efficacy
DB00424,DB00382,hyoscyamine,tacrine,therapeutic efficacy
DB00424,DB00486,hyoscyamine,nabilone,tachycardic activities
DB00424,DB00470,dronabinol,hyoscyamine,tachycardic activities
DB00424,DB06148,hyoscyamine,mianserin,anticholinergic activities
DB00424,DB01278,hyoscyamine,pramlintide,anticholinergic activities
DB00424,DB00986,glycopyrronium,hyoscyamine,anticholinergic activities
DB00424,DB09272,eluxadoline,hyoscyamine,constipating activities
DB00424,DB09076,hyoscyamine,umeclidinium,anticholinergic activities
DB00424,DB01409,hyoscyamine,tiotropium,anticholinergic activities
DB00424,DB00761,hyoscyamine,potassium chloride,ulcerogenic activities
DB00424,DB08897,aclidinium,hyoscyamine,anticholinergic activities
DB00423,DB00484,brimonidine,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB00898,ethanol,methocarbamol,central nervous system depressant (cns depressant) activities
DB01009,DB13956,estradiol valerate,ketoprofen,thrombogenic activities
DB01009,DB13954,estradiol cypionate,ketoprofen,thrombogenic activities
DB01009,DB13952,estradiol acetate,ketoprofen,thrombogenic activities
DB01009,DB09070,ketoprofen,tibolone,thrombogenic activities
DB01009,DB04573,estriol,ketoprofen,thrombogenic activities
DB01009,DB04575,ketoprofen,quinestrol,thrombogenic activities
DB01009,DB01357,ketoprofen,mestranol,thrombogenic activities
DB01009,DB01021,ketoprofen,trichlormethiazide,therapeutic efficacy
DB01009,DB01325,ketoprofen,quinethazone,therapeutic efficacy
DB01009,DB02925,ketoprofen,piretanide,therapeutic efficacy
DB01009,DB13615,ketoprofen,mifamurtide,therapeutic efficacy
DB01009,DB01165,ketoprofen,ofloxacin,neuroexcitatory activities
DB01009,DB04576,fleroxacin,ketoprofen,neuroexcitatory activities
DB01009,DB01208,ketoprofen,sparfloxacin,neuroexcitatory activities
DB01009,DB01155,gemifloxacin,ketoprofen,neuroexcitatory activities
DB01009,DB01137,ketoprofen,levofloxacin,neuroexcitatory activities
DB01009,DB01059,ketoprofen,norfloxacin,neuroexcitatory activities
DB01009,DB01044,gatifloxacin,ketoprofen,neuroexcitatory activities
DB01009,DB01175,escitalopram,ketoprofen,antiplatelet activities
DB01009,DB01104,ketoprofen,sertraline,antiplatelet activities
DB01009,DB08918,ketoprofen,levomilnacipran,antiplatelet activities
DB01009,DB04896,ketoprofen,milnacipran,antiplatelet activities
DB01009,DB06700,desvenlafaxine,ketoprofen,antiplatelet activities
DB01009,DB01149,ketoprofen,nefazodone,antiplatelet activities
DB01009,DB09026,aliskiren,ketoprofen,antihypertensive activities
DB01009,DB06401,bazedoxifene,ketoprofen,thrombogenic activities
DB00423,DB04948,lofexidine,methocarbamol,therapeutic efficacy
DB00423,DB00470,dronabinol,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB00545,methocarbamol,pyridostigmine,therapeutic efficacy
DB00423,DB05271,methocarbamol,rotigotine,sedative activities
DB00423,DB00486,methocarbamol,nabilone,central nervous system depressant (cns depressant) activities
DB00423,DB01017,methocarbamol,minocycline,central nervous system depressant (cns depressant) activities
DB00423,DB00765,methocarbamol,metyrosine,sedative activities
DB00423,DB00653,magnesium sulfate,methocarbamol,therapeutic efficacy
DB00423,DB00557,hydroxyzine,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB00921,buprenorphine,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB09195,lorpiprazole,methocarbamol,therapeutic efficacy
DB00423,DB00425,methocarbamol,zolpidem,central nervous system depressant (cns depressant) activities
DB00423,DB06204,methocarbamol,tapentadol,central nervous system depressant (cns depressant) activities
DB01009,DB09211,ketoprofen,limaprost,therapeutic efficacy
DB01009,DB08819,ketoprofen,tafluprost,therapeutic efficacy
DB01009,DB06826,ketoprofen,unoprostone,therapeutic efficacy
DB01009,DB01240,epoprostenol,ketoprofen,therapeutic efficacy
DB01009,DB01160,dinoprost tromethamine,ketoprofen,therapeutic efficacy
DB01009,DB01088,iloprost,ketoprofen,therapeutic efficacy
DB01009,DB01046,ketoprofen,lubiprostone,therapeutic efficacy
DB01009,DB12789,dinoprost,ketoprofen,therapeutic efficacy
DB01009,DB08964,gemeprost,ketoprofen,therapeutic efficacy
DB01009,DB13532,cyclopenthiazide,ketoprofen,therapeutic efficacy
DB01009,DB01324,ketoprofen,polythiazide,therapeutic efficacy
DB01009,DB01275,hydralazine,ketoprofen,antihypertensive activities
DB01009,DB01395,drospirenone,ketoprofen,hyperkalemic activities
DB01009,DB11660,ketoprofen,latanoprostene bunod,therapeutic efficacy
DB00423,DB09034,methocarbamol,suvorexant,central nervous system depressant (cns depressant) activities
DB00423,DB09072,methocarbamol,sodium oxybate,central nervous system depressant (cns depressant) activities
DB00423,DB08883,methocarbamol,perampanel,central nervous system depressant (cns depressant) activities
DB00423,DB09117,methocarbamol,paraldehyde,central nervous system depressant (cns depressant) activities
DB00423,DB01173,methocarbamol,orphenadrine,central nervous system depressant (cns depressant) activities
DB00423,DB01403,methocarbamol,methotrimeprazine,central nervous system depressant (cns depressant) activities
DB00423,DB00956,hydrocodone,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB00450,droperidol,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB00972,azelastine,methocarbamol,central nervous system depressant (cns depressant) activities
DB00423,DB01041,methocarbamol,thalidomide,central nervous system depressant (cns depressant) activities
DB00422,DB08932,macitentan,methylphenidate,antihypertensive activities
DB00422,DB08931,methylphenidate,riociguat,antihypertensive activities
DB00422,DB06403,ambrisentan,methylphenidate,antihypertensive activities
DB00422,DB06268,methylphenidate,sitaxentan,antihypertensive activities
DB00422,DB01180,methylphenidate,rescinnamine,antihypertensive activities
DB00422,DB01089,deserpidine,methylphenidate,antihypertensive activities
DB00422,DB00765,methylphenidate,metyrosine,antihypertensive activities
DB00422,DB13532,cyclopenthiazide,methylphenidate,antihypertensive activities
DB00422,DB11362,methylphenidate,selexipag,antihypertensive activities
DB00422,DB09477,enalaprilat,methylphenidate,antihypertensive activities
DB00422,DB09238,manidipine,methylphenidate,antihypertensive activities
DB00422,DB09236,lacidipine,methylphenidate,antihypertensive activities
DB00422,DB09235,efonidipine,methylphenidate,antihypertensive activities
DB00422,DB09220,methylphenidate,nicorandil,antihypertensive activities
DB00422,DB09070,methylphenidate,tibolone,antihypertensive activities
DB00422,DB09026,aliskiren,methylphenidate,antihypertensive activities
DB00422,DB08808,bupranolol,methylphenidate,antihypertensive activities
DB00422,DB06826,methylphenidate,unoprostone,antihypertensive activities
DB00422,DB06712,methylphenidate,nilvadipine,antihypertensive activities
DB00422,DB06694,methylphenidate,xylometazoline,antihypertensive activities
DB00422,DB04948,lofexidine,methylphenidate,antihypertensive activities
DB00422,DB04861,methylphenidate,nebivolol,antihypertensive activities
DB01009,DB09351,ketoprofen,levobetaxolol,antihypertensive activities
DB01009,DB01182,ketoprofen,propafenone,antihypertensive activities
DB01009,DB06216,asenapine,ketoprofen,antihypertensive activities
DB01009,DB08808,bupranolol,ketoprofen,antihypertensive activities
DB01009,DB08807,bopindolol,ketoprofen,antihypertensive activities
DB01009,DB04846,celiprolol,ketoprofen,antihypertensive activities
DB01009,DB01580,ketoprofen,oxprenolol,antihypertensive activities
DB01009,DB01359,ketoprofen,penbutolol,antihypertensive activities
DB01009,DB01297,ketoprofen,practolol,antihypertensive activities
DB01009,DB01295,bevantolol,ketoprofen,antihypertensive activities
DB01009,DB04861,ketoprofen,nebivolol,antihypertensive activities
DB01009,DB01214,ketoprofen,metipranolol,antihypertensive activities
DB01009,DB01210,ketoprofen,levobunolol,antihypertensive activities
DB01009,DB01203,ketoprofen,nadolol,antihypertensive activities
DB01009,DB01193,acebutolol,ketoprofen,antihypertensive activities
DB01009,DB01136,carvedilol,ketoprofen,antihypertensive activities
DB00422,DB04846,celiprolol,methylphenidate,antihypertensive activities
DB00422,DB02638,methylphenidate,terlipressin,antihypertensive activities
DB00422,DB01580,methylphenidate,oxprenolol,antihypertensive activities
DB00422,DB01359,methylphenidate,penbutolol,antihypertensive activities
DB00422,DB01348,methylphenidate,spirapril,antihypertensive activities
DB00422,DB01340,cilazapril,methylphenidate,antihypertensive activities
DB00422,DB01324,methylphenidate,polythiazide,antihypertensive activities
DB00422,DB01244,bepridil,methylphenidate,antihypertensive activities
DB00422,DB01240,epoprostenol,methylphenidate,antihypertensive activities
DB00422,DB01214,methylphenidate,metipranolol,antihypertensive activities
DB00422,DB01203,methylphenidate,nadolol,antihypertensive activities
DB00422,DB01197,captopril,methylphenidate,antihypertensive activities
DB00422,DB01193,acebutolol,methylphenidate,antihypertensive activities
DB00422,DB01170,guanethidine,methylphenidate,antihypertensive activities
DB00422,DB01158,bretylium,methylphenidate,antihypertensive activities
DB00422,DB01136,carvedilol,methylphenidate,antihypertensive activities
DB01010,DB01591,edrophonium,solifenacin,therapeutic efficacy
DB01010,DB01339,edrophonium,vecuronium,therapeutic efficacy
DB01010,DB01338,edrophonium,pipecuronium,therapeutic efficacy
DB01010,DB01337,edrophonium,pancuronium,therapeutic efficacy
DB01010,DB01199,edrophonium,tubocurarine,therapeutic efficacy
DB01010,DB01173,edrophonium,orphenadrine,therapeutic efficacy
DB01010,DB01116,edrophonium,trimethaphan,therapeutic efficacy
DB01010,DB01090,edrophonium,pentolinium,therapeutic efficacy
DB01010,DB01062,edrophonium,oxybutynin,therapeutic efficacy
DB01010,DB01036,edrophonium,tolterodine,therapeutic efficacy
DB01010,DB01075,diphenhydramine,edrophonium,therapeutic efficacy
DB01010,DB01148,edrophonium,flavoxate,therapeutic efficacy
DB01010,DB08897,aclidinium,edrophonium,therapeutic efficacy
DB01010,DB01409,edrophonium,tiotropium,therapeutic efficacy
DB01009,DB01151,desipramine,ketoprofen,antihypertensive activities
DB01010,DB01580,edrophonium,oxprenolol,bradycardic activities
DB01010,DB01359,edrophonium,penbutolol,bradycardic activities
DB01010,DB01297,edrophonium,practolol,bradycardic activities
DB01010,DB01295,bevantolol,edrophonium,bradycardic activities
DB01010,DB04861,edrophonium,nebivolol,bradycardic activities
DB01010,DB01214,edrophonium,metipranolol,bradycardic activities
DB01010,DB01210,edrophonium,levobunolol,bradycardic activities
DB01010,DB01203,edrophonium,nadolol,bradycardic activities
DB01010,DB01193,acebutolol,edrophonium,bradycardic activities
DB01010,DB01136,carvedilol,edrophonium,bradycardic activities
DB01010,DB11315,edrophonium,methscopolamine,therapeutic efficacy
DB01010,DB09076,edrophonium,umeclidinium,therapeutic efficacy
DB01010,DB11181,edrophonium,homatropine,therapeutic efficacy
DB01010,DB12278,edrophonium,propiverine,therapeutic efficacy
DB01010,DB09300,butylscopolamine,edrophonium,therapeutic efficacy
DB01010,DB06702,edrophonium,fesoterodine,therapeutic efficacy
DB01010,DB01151,desipramine,edrophonium,bradycardic activities
DB01010,DB09351,edrophonium,levobetaxolol,bradycardic activities
DB01010,DB01182,edrophonium,propafenone,bradycardic activities
DB01010,DB06216,asenapine,edrophonium,bradycardic activities
DB01010,DB01118,amiodarone,edrophonium,bradycardic activities
DB01010,DB08808,bupranolol,edrophonium,bradycardic activities
DB01010,DB08807,bopindolol,edrophonium,bradycardic activities
DB01010,DB04846,celiprolol,edrophonium,bradycardic activities
DB00422,DB01119,diazoxide,methylphenidate,antihypertensive activities
DB00422,DB01090,methylphenidate,pentolinium,antihypertensive activities
DB00422,DB01054,methylphenidate,nitrendipine,antihypertensive activities
DB00422,DB01029,irbesartan,methylphenidate,antihypertensive activities
DB00422,DB01023,felodipine,methylphenidate,antihypertensive activities
DB00422,DB01021,methylphenidate,trichlormethiazide,antihypertensive activities
DB00422,DB00999,hydrochlorothiazide,methylphenidate,antihypertensive activities
DB00422,DB00968,methyldopa,methylphenidate,antihypertensive activities
DB00422,DB00966,methylphenidate,telmisartan,antihypertensive activities
DB00422,DB00960,methylphenidate,pindolol,antihypertensive activities
DB00422,DB00925,methylphenidate,phenoxybenzamine,antihypertensive activities
DB00422,DB00905,bimatoprost,methylphenidate,antihypertensive activities
DB00422,DB00881,methylphenidate,quinapril,antihypertensive activities
DB00422,DB00880,chlorothiazide,methylphenidate,antihypertensive activities
DB00422,DB00876,eprosartan,methylphenidate,antihypertensive activities
DB00422,DB00869,dorzolamide,methylphenidate,antihypertensive activities
DB00422,DB00866,alprenolol,methylphenidate,antihypertensive activities
DB00422,DB00808,indapamide,methylphenidate,antihypertensive activities
DB00422,DB00800,fenoldopam,methylphenidate,antihypertensive activities
DB00422,DB00797,methylphenidate,tolazoline,antihypertensive activities
DB00422,DB00796,candesartan cilexetil,methylphenidate,antihypertensive activities
DB00422,DB00790,methylphenidate,perindopril,antihypertensive activities
DB00422,DB00774,hydroflumethiazide,methylphenidate,antihypertensive activities
DB00422,DB00722,lisinopril,methylphenidate,antihypertensive activities
DB00422,DB00692,methylphenidate,phentolamine,antihypertensive activities
DB00422,DB00691,methylphenidate,moexipril,antihypertensive activities
DB00422,DB00678,losartan,methylphenidate,antihypertensive activities
DB00422,DB00654,latanoprost,methylphenidate,antihypertensive activities
DB00422,DB00629,guanabenz,methylphenidate,antihypertensive activities
DB00422,DB00622,methylphenidate,nicardipine,antihypertensive activities
DB00422,DB00612,bisoprolol,methylphenidate,antihypertensive activities
DB00422,DB00606,cyclothiazide,methylphenidate,antihypertensive activities
DB01010,DB01396,digitoxin,edrophonium,atrioventricular blocking (av block) activities
DB01010,DB01092,edrophonium,ouabain,atrioventricular blocking (av block) activities
DB01010,DB01078,deslanoside,edrophonium,atrioventricular blocking (av block) activities
DB01010,DB01226,edrophonium,mivacurium,neuromuscular blocking activities
DB01010,DB04834,edrophonium,rapacuronium,neuromuscular blocking activities
DB01013,DB13595,almasilate,clobetasol propionate,bioavailability
DB01013,DB13249,clobetasol propionate,magnesium silicate,bioavailability
DB01013,DB13209,bismuth subnitrate,clobetasol propionate,bioavailability
DB01013,DB09281,clobetasol propionate,magnesium trisilicate,bioavailability
DB01013,DB09275,bismuth subcitrate,clobetasol propionate,bioavailability
DB01013,DB09104,clobetasol propionate,magnesium hydroxide,bioavailability
DB01013,DB06724,calcium carbonate,clobetasol propionate,bioavailability
DB01013,DB13322,clobetasol propionate,hydrotalcite,bioavailability
DB01013,DB01370,aluminium,clobetasol propionate,bioavailability
DB01013,DB08938,clobetasol propionate,magaldrate,bioavailability
DB01013,DB06723,aluminum hydroxide,clobetasol propionate,bioavailability
DB01013,DB01377,clobetasol propionate,magnesium oxide,bioavailability
DB01013,DB01226,clobetasol propionate,mivacurium,adverse neuromuscular activities
DB01013,DB04834,clobetasol propionate,rapacuronium,adverse neuromuscular activities
DB01013,DB01325,clobetasol propionate,quinethazone,hypokalemic activities
DB01013,DB01324,clobetasol propionate,polythiazide,hypokalemic activities
DB01013,DB01021,clobetasol propionate,trichlormethiazide,hypokalemic activities
DB01013,DB05039,clobetasol propionate,indacaterol,hypokalemic activities
DB01013,DB09481,clobetasol propionate,magnesium carbonate,bioavailability
DB01013,DB03754,clobetasol propionate,tromethamine,bioavailability
DB01013,DB01390,clobetasol propionate,sodium bicarbonate,bioavailability
DB01013,DB13650,aloglutamol,clobetasol propionate,bioavailability
DB00422,DB00598,labetalol,methylphenidate,antihypertensive activities
DB00422,DB00584,enalapril,methylphenidate,antihypertensive activities
DB00422,DB00571,methylphenidate,propranolol,antihypertensive activities
DB00422,DB00542,benazepril,methylphenidate,antihypertensive activities
DB00422,DB00528,lercanidipine,methylphenidate,antihypertensive activities
DB00422,DB00524,methylphenidate,metolazone,antihypertensive activities
DB00422,DB00521,carteolol,methylphenidate,antihypertensive activities
DB00422,DB00519,methylphenidate,trandolapril,antihypertensive activities
DB00422,DB00492,fosinopril,methylphenidate,antihypertensive activities
DB00422,DB00484,brimonidine,methylphenidate,antihypertensive activities
DB00422,DB00436,bendroflumethiazide,methylphenidate,antihypertensive activities
DB00422,DB12945,dihydralazine,methylphenidate,antihypertensive activities
DB00422,DB11738,methylphenidate,rilmenidine,antihypertensive activities
DB00422,DB09242,methylphenidate,moxonidine,antihypertensive activities
DB00422,DB06762,methylphenidate,pinacidil,antihypertensive activities
DB00422,DB04840,debrisoquin,methylphenidate,antihypertensive activities
DB00422,DB01626,methylphenidate,pargyline,antihypertensive activities
DB00422,DB01275,hydralazine,methylphenidate,antihypertensive activities
DB00422,DB01116,methylphenidate,trimethaphan,antihypertensive activities
DB00422,DB01018,guanfacine,methylphenidate,antihypertensive activities
DB00422,DB00657,mecamylamine,methylphenidate,antihypertensive activities
DB00422,DB00590,doxazosin,methylphenidate,antihypertensive activities
DB00422,DB00559,bosentan,methylphenidate,antihypertensive activities
DB00422,DB00457,methylphenidate,prazosin,antihypertensive activities
DB00422,DB08824,ioflupane i-123,methylphenidate,diagnostic agent
DB01013,DB02925,clobetasol propionate,piretanide,hypokalemic activities
DB01013,DB13532,clobetasol propionate,cyclopenthiazide,hypokalemic activities
DB00422,DB01168,methylphenidate,procarbazine,hypertensive activities
DB00422,DB00721,methylphenidate,procaine,hypertensive activities
DB00422,DB00614,furazolidone,methylphenidate,hypertensive activities
DB00422,DB09241,methylene blue,methylphenidate,hypertensive activities
DB00422,DB09245,methylphenidate,toloxatone,hypertensive activities
