drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00615,DB05246,methsuximide,rifabutin,risk or severity of hypotension
DB00615,DB09230,azelnidipine,rifabutin,risk or severity of hypotension
DB00615,DB09216,rifabutin,tolfenamic acid,risk or severity of hypotension
DB00615,DB08992,eperisone,rifabutin,risk or severity of hypotension
DB00768,DB09138,olopatadine,technetium tc-99m medronate,risk or severity of adverse effects
DB00768,DB01077,etidronic acid,olopatadine,risk or severity of adverse effects
DB00768,DB00884,olopatadine,risedronate,risk or severity of adverse effects
DB00768,DB14028,nordazepam,olopatadine,risk or severity of adverse effects
DB00768,DB13872,lormetazepam,olopatadine,risk or severity of adverse effects
DB00768,DB13323,olopatadine,trichloroethylene,risk or severity of adverse effects
DB00768,DB13259,ethyl chloride,olopatadine,risk or severity of adverse effects
DB00768,DB13116,norflurane,olopatadine,risk or severity of adverse effects
DB00768,DB13025,olopatadine,tiapride,risk or severity of adverse effects
DB00768,DB12867,benperidol,olopatadine,risk or severity of adverse effects
DB00768,DB12710,olopatadine,perazine,risk or severity of adverse effects
DB00768,DB12492,olopatadine,piritramide,risk or severity of adverse effects
DB00768,DB12401,bromperidol,olopatadine,risk or severity of adverse effects
DB00768,DB11609,normethadone,olopatadine,risk or severity of adverse effects
DB00768,DB01418,acenocoumarol,olopatadine,anticoagulant activities
DB00768,DB00974,edetic acid,olopatadine,anticoagulant activities
DB00768,DB09166,etizolam,olopatadine,risk or severity of adverse effects
DB00768,DB09085,olopatadine,tetracaine,risk or severity of adverse effects
DB00768,DB09068,olopatadine,vortioxetine,risk or severity of adverse effects
DB00768,DB09017,brotizolam,olopatadine,risk or severity of adverse effects
DB00768,DB09009,articaine,olopatadine,risk or severity of adverse effects
DB00768,DB08987,etidocaine,olopatadine,risk or severity of adverse effects
DB00768,DB08922,olopatadine,perospirone,risk or severity of adverse effects
DB00768,DB06770,benzyl alcohol,olopatadine,risk or severity of adverse effects
DB00768,DB06738,ketobemidone,olopatadine,risk or severity of adverse effects
DB00619,DB00696,ergotamine,imatinib,risk or severity of adverse effects
DB00618,DB13136,demeclocycline,fluindione,anticoagulant activities
DB00618,DB01418,acenocoumarol,demeclocycline,anticoagulant activities
DB00618,DB00946,demeclocycline,phenprocoumon,anticoagulant activities
DB00618,DB00682,demeclocycline,warfarin,anticoagulant activities
DB00618,DB05528,demeclocycline,mipomersen,hepatotoxic activities
DB00768,DB01133,olopatadine,tiludronic acid,risk or severity of adverse effects
DB00619,DB01097,imatinib,leflunomide,risk or severity of adverse effects
DB00619,DB04908,flibanserin,imatinib,risk or severity of adverse effects
DB00619,DB01076,atorvastatin,imatinib,risk or severity of adverse effects
DB00619,DB11273,dihydroergocornine,imatinib,risk or severity of adverse effects
DB00619,DB01200,bromocriptine,imatinib,risk or severity of adverse effects
DB00619,DB01186,imatinib,pergolide,risk or severity of adverse effects
DB00619,DB13345,dihydroergocristine,imatinib,risk or severity of adverse effects
DB00619,DB01253,ergonovine,imatinib,risk or severity of adverse effects
DB00619,DB00699,imatinib,nicergoline,risk or severity of adverse effects
DB00768,DB11304,olopatadine,phenoxyethanol,risk or severity of adverse effects
DB00768,DB11148,butamben,olopatadine,risk or severity of adverse effects
DB00768,DB09345,olopatadine,pramocaine,risk or severity of adverse effects
DB00768,DB09342,olopatadine,propoxycaine,risk or severity of adverse effects
DB00768,DB09286,olopatadine,pipamperone,risk or severity of adverse effects
DB00768,DB09225,olopatadine,zotepine,risk or severity of adverse effects
DB00768,DB09224,melperone,olopatadine,risk or severity of adverse effects
DB00620,DB00768,olopatadine,triamcinolone,risk or severity of adverse effects
DB00620,DB00749,etodolac,triamcinolone,risk or severity of adverse effects
DB00620,DB00744,triamcinolone,zileuton,risk or severity of adverse effects
DB00620,DB00735,naftifine,triamcinolone,risk or severity of adverse effects
DB00620,DB00688,mycophenolate mofetil,triamcinolone,risk or severity of adverse effects
DB00620,DB06802,nepafenac,triamcinolone,risk or severity of adverse effects
DB00620,DB00963,bromfenac,triamcinolone,risk or severity of adverse effects
DB00620,DB00712,flurbiprofen,triamcinolone,risk or severity of adverse effects
DB00619,DB09288,imatinib,propacetamol,hepatotoxic activities
DB00619,DB01396,digitoxin,imatinib,cardiotoxic activities
DB00619,DB01092,imatinib,ouabain,cardiotoxic activities
DB00619,DB01078,deslanoside,imatinib,cardiotoxic activities
DB00619,DB00682,imatinib,warfarin,anticoagulant activities
DB00619,DB06772,cabazitaxel,imatinib,risk or severity of adverse effects
DB00619,DB01248,docetaxel,imatinib,risk or severity of adverse effects
DB00619,DB01229,imatinib,paclitaxel,risk or severity of adverse effects
DB00620,DB01050,ibuprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB01024,mycophenolic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB01014,balsalazide,triamcinolone,risk or severity of adverse effects
DB00620,DB01009,ketoprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB00991,oxaprozin,triamcinolone,risk or severity of adverse effects
DB00620,DB00972,azelastine,triamcinolone,risk or severity of adverse effects
DB00620,DB00939,meclofenamic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB00936,salicylic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB00870,suprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB00861,diflunisal,triamcinolone,risk or severity of adverse effects
DB00620,DB00821,carprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB00814,meloxicam,triamcinolone,risk or severity of adverse effects
DB00620,DB00812,phenylbutazone,triamcinolone,risk or severity of adverse effects
DB00620,DB00795,sulfasalazine,triamcinolone,risk or severity of adverse effects
DB00620,DB00788,naproxen,triamcinolone,risk or severity of adverse effects
DB00620,DB00784,mefenamic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB06196,icatibant,triamcinolone,risk or severity of adverse effects
DB00620,DB05676,apremilast,triamcinolone,risk or severity of adverse effects
DB00620,DB04951,pirfenidone,triamcinolone,risk or severity of adverse effects
DB00620,DB04817,metamizole,triamcinolone,risk or severity of adverse effects
DB00620,DB04743,nimesulide,triamcinolone,risk or severity of adverse effects
DB00620,DB04552,niflumic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB03585,oxyphenbutazone,triamcinolone,risk or severity of adverse effects
DB00620,DB02709,resveratrol,triamcinolone,risk or severity of adverse effects
DB00620,DB01628,etoricoxib,triamcinolone,risk or severity of adverse effects
DB00620,DB01600,tiaprofenic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB01435,antipyrine,triamcinolone,risk or severity of adverse effects
DB00620,DB01401,choline magnesium trisalicylate,triamcinolone,risk or severity of adverse effects
DB00620,DB01399,salsalate,triamcinolone,risk or severity of adverse effects
DB00620,DB01397,magnesium salicylate,triamcinolone,risk or severity of adverse effects
DB00620,DB01283,lumiracoxib,triamcinolone,risk or severity of adverse effects
DB00620,DB01250,olsalazine,triamcinolone,risk or severity of adverse effects
DB00620,DB09288,propacetamol,triamcinolone,risk or severity of adverse effects
DB00620,DB09218,clonixin,triamcinolone,risk or severity of adverse effects
DB00620,DB09216,tolfenamic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB09212,loxoprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB08991,epirizole,triamcinolone,risk or severity of adverse effects
DB00620,DB08984,etofenamate,triamcinolone,risk or severity of adverse effects
DB00620,DB08981,fenbufen,triamcinolone,risk or severity of adverse effects
DB00620,DB08976,floctafenine,triamcinolone,risk or severity of adverse effects
DB00620,DB08880,teriflunomide,triamcinolone,risk or severity of adverse effects
DB00620,DB08797,salicylamide,triamcinolone,risk or severity of adverse effects
DB00620,DB08439,parecoxib,triamcinolone,risk or severity of adverse effects
DB00620,DB07615,tranilast,triamcinolone,risk or severity of adverse effects
DB00620,DB06739,seratrodast,triamcinolone,risk or severity of adverse effects
DB00620,DB06737,triamcinolone,zaltoprofen,risk or severity of adverse effects
DB00620,DB06736,aceclofenac,triamcinolone,risk or severity of adverse effects
DB00620,DB06725,lornoxicam,triamcinolone,risk or severity of adverse effects
DB00768,DB01588,olopatadine,prazepam,risk or severity of adverse effects
DB00768,DB01587,ketazolam,olopatadine,risk or severity of adverse effects
DB00768,DB01567,fludiazepam,olopatadine,risk or severity of adverse effects
DB00768,DB01563,chloral hydrate,olopatadine,risk or severity of adverse effects
DB00768,DB01545,ethyl loflazepate,olopatadine,risk or severity of adverse effects
DB00768,DB01544,flunitrazepam,olopatadine,risk or severity of adverse effects
DB00768,DB01466,ethylmorphine,olopatadine,risk or severity of adverse effects
DB00768,DB01463,fencamfamine,olopatadine,risk or severity of adverse effects
DB00620,DB01097,leflunomide,triamcinolone,risk or severity of adverse effects
DB00620,DB09084,benzydamine,triamcinolone,risk or severity of adverse effects
DB00620,DB13783,acemetacin,triamcinolone,risk or severity of adverse effects
DB00620,DB13346,bufexamac,triamcinolone,risk or severity of adverse effects
DB00620,DB13167,alclofenac,triamcinolone,risk or severity of adverse effects
DB00620,DB13063,parthenolide,triamcinolone,risk or severity of adverse effects
DB00620,DB12598,nafamostat,triamcinolone,risk or severity of adverse effects
DB00620,DB11672,curcumin,triamcinolone,risk or severity of adverse effects
DB00768,DB01178,chlormezanone,olopatadine,risk or severity of adverse effects
DB00768,DB01161,chloroprocaine,olopatadine,risk or severity of adverse effects
DB00768,DB01159,halothane,olopatadine,risk or severity of adverse effects
DB00768,DB01154,olopatadine,thiamylal,risk or severity of adverse effects
DB00768,DB01086,benzocaine,olopatadine,risk or severity of adverse effects
DB00768,DB01065,melatonin,olopatadine,risk or severity of adverse effects
DB00768,DB01028,methoxyflurane,olopatadine,risk or severity of adverse effects
DB00768,DB01002,levobupivacaine,olopatadine,risk or severity of adverse effects
DB00768,DB06716,fospropofol,olopatadine,risk or severity of adverse effects
DB00768,DB06594,agomelatine,olopatadine,risk or severity of adverse effects
DB00768,DB06288,amisulpride,olopatadine,risk or severity of adverse effects
DB00768,DB06144,olopatadine,sertindole,risk or severity of adverse effects
DB00768,DB04842,fluspirilene,olopatadine,risk or severity of adverse effects
DB00768,DB01618,molindone,olopatadine,risk or severity of adverse effects
DB00768,DB01615,aceprometazine,olopatadine,risk or severity of adverse effects
DB00768,DB01614,acepromazine,olopatadine,risk or severity of adverse effects
DB00620,DB01155,gemifloxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB01137,levofloxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB01059,norfloxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB01044,gatifloxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB00827,cinoxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB00817,rosoxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB00779,nalidixic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB00685,triamcinolone,trovafloxacin,risk or severity of adverse effects
DB00768,DB01452,heroin,olopatadine,risk or severity of adverse effects
DB00768,DB01437,glutethimide,olopatadine,risk or severity of adverse effects
DB00768,DB01433,methadyl acetate,olopatadine,risk or severity of adverse effects
DB00768,DB01355,hexobarbital,olopatadine,risk or severity of adverse effects
DB00768,DB01353,butethal,olopatadine,risk or severity of adverse effects
DB00768,DB01239,chlorprothixene,olopatadine,risk or severity of adverse effects
DB00768,DB01227,levomethadyl acetate,olopatadine,risk or severity of adverse effects
DB00768,DB01209,dezocine,olopatadine,risk or severity of adverse effects
DB00768,DB09128,brexpiprazole,olopatadine,risk or severity of adverse effects
DB00768,DB09071,olopatadine,tasimelteon,risk or severity of adverse effects
DB00768,DB08872,gabapentin enacarbil,olopatadine,risk or severity of adverse effects
DB00768,DB06282,levocetirizine,olopatadine,risk or severity of adverse effects
DB00768,DB06153,olopatadine,pizotifen,risk or severity of adverse effects
DB00768,DB05246,methsuximide,olopatadine,risk or severity of adverse effects
DB00768,DB04953,ezogabine,olopatadine,risk or severity of adverse effects
DB00768,DB04946,iloperidone,olopatadine,risk or severity of adverse effects
DB00620,DB00682,triamcinolone,warfarin,anticoagulant activities
DB00620,DB13136,fluindione,triamcinolone,anticoagulant activities
DB00620,DB01418,acenocoumarol,triamcinolone,anticoagulant activities
DB00620,DB00946,phenprocoumon,triamcinolone,anticoagulant activities
DB00620,DB01165,ofloxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB00978,lomefloxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB04576,fleroxacin,triamcinolone,risk or severity of adverse effects
DB00620,DB01208,sparfloxacin,triamcinolone,risk or severity of adverse effects
DB00768,DB01176,cyclizine,olopatadine,risk or severity of adverse effects
DB00768,DB01151,desipramine,olopatadine,risk or severity of adverse effects
DB00768,DB01142,doxepin,olopatadine,risk or severity of adverse effects
DB00768,DB01114,chlorphenamine,olopatadine,risk or severity of adverse effects
DB00768,DB01106,levocabastine,olopatadine,risk or severity of adverse effects
DB00768,DB01080,olopatadine,vigabatrin,risk or severity of adverse effects
DB00768,DB01069,olopatadine,promethazine,risk or severity of adverse effects
DB00620,DB09220,nicorandil,triamcinolone,risk or severity of adverse effects
DB00768,DB00961,mepivacaine,olopatadine,risk or severity of adverse effects
DB00768,DB00933,mesoridazine,olopatadine,risk or severity of adverse effects
DB00768,DB00907,cocaine,olopatadine,risk or severity of adverse effects
DB00768,DB00904,olopatadine,ondansetron,risk or severity of adverse effects
DB00768,DB00892,olopatadine,oxybuprocaine,risk or severity of adverse effects
DB00768,DB00849,methylphenobarbital,olopatadine,risk or severity of adverse effects
DB00768,DB00807,olopatadine,proparacaine,risk or severity of adverse effects
DB00768,DB00801,halazepam,olopatadine,risk or severity of adverse effects
DB00768,DB08815,lurasidone,olopatadine,risk or severity of adverse effects
DB00768,DB06690,nitrous oxide,olopatadine,risk or severity of adverse effects
DB00768,DB06216,asenapine,olopatadine,risk or severity of adverse effects
DB00768,DB01624,olopatadine,zuclopenthixol,risk or severity of adverse effects
DB00620,DB00677,isoflurophate,triamcinolone,risk or severity of adverse effects
DB00620,DB00674,galantamine,triamcinolone,risk or severity of adverse effects
DB00620,DB00382,tacrine,triamcinolone,risk or severity of adverse effects
DB00768,DB04908,flibanserin,olopatadine,risk or severity of adverse effects
DB00768,DB04844,olopatadine,tetrabenazine,risk or severity of adverse effects
DB00768,DB04841,flunarizine,olopatadine,risk or severity of adverse effects
DB00768,DB01621,olopatadine,pipotiazine,risk or severity of adverse effects
DB00768,DB01501,difenoxin,olopatadine,risk or severity of adverse effects
DB00768,DB01242,clomipramine,olopatadine,risk or severity of adverse effects
DB00768,DB01235,levodopa,olopatadine,risk or severity of adverse effects
DB00768,DB01219,dantrolene,olopatadine,risk or severity of adverse effects
DB00768,DB01202,levetiracetam,olopatadine,risk or severity of adverse effects
DB00620,DB00989,rivastigmine,triamcinolone,risk or severity of adverse effects
DB00620,DB00981,physostigmine,triamcinolone,risk or severity of adverse effects
DB00620,DB00944,demecarium,triamcinolone,risk or severity of adverse effects
DB00620,DB00843,donepezil,triamcinolone,risk or severity of adverse effects
DB00768,DB01068,clonazepam,olopatadine,risk or severity of adverse effects
DB00768,DB01018,guanfacine,olopatadine,risk or severity of adverse effects
DB00768,DB00985,dimenhydrinate,olopatadine,risk or severity of adverse effects
DB00768,DB00980,olopatadine,ramelteon,risk or severity of adverse effects
DB00768,DB00967,desloratadine,olopatadine,risk or severity of adverse effects
DB00768,DB00950,fexofenadine,olopatadine,risk or severity of adverse effects
DB00768,DB00949,felbamate,olopatadine,risk or severity of adverse effects
DB00768,DB00934,maprotiline,olopatadine,risk or severity of adverse effects
DB00768,DB00909,olopatadine,zonisamide,risk or severity of adverse effects
DB00768,DB00906,olopatadine,tiagabine,risk or severity of adverse effects
DB00768,DB00835,brompheniramine,olopatadine,risk or severity of adverse effects
DB00768,DB00771,clidinium,olopatadine,risk or severity of adverse effects
DB00620,DB01395,drospirenone,triamcinolone,risk or severity of adverse effects
DB00620,DB00720,clodronic acid,triamcinolone,risk or severity of adverse effects
DB00620,DB00856,chlorphenesin,triamcinolone,risk or severity of adverse effects
DB00620,DB06774,capsaicin,triamcinolone,risk or severity of adverse effects
DB00620,DB01419,antrafenine,triamcinolone,risk or severity of adverse effects
DB00620,DB01233,metoclopramide,triamcinolone,risk or severity of adverse effects
DB00620,DB00805,minaprine,triamcinolone,risk or severity of adverse effects
DB00620,DB01245,decamethonium,triamcinolone,risk or severity of adverse effects
DB00620,DB01199,triamcinolone,tubocurarine,risk or severity of adverse effects
DB00620,DB01043,memantine,triamcinolone,risk or severity of adverse effects
DB00620,DB04864,huperzine a,triamcinolone,risk or severity of adverse effects
DB00620,DB01057,echothiophate,triamcinolone,risk or severity of adverse effects
DB00620,DB00772,malathion,triamcinolone,risk or severity of adverse effects
DB00620,DB01400,neostigmine,triamcinolone,risk or severity of adverse effects
DB00620,DB01122,ambenonium,triamcinolone,risk or severity of adverse effects
DB00620,DB01010,edrophonium,triamcinolone,risk or severity of adverse effects
DB00620,DB00959,methylprednisolone,triamcinolone,risk or severity of adverse effects
DB00620,DB00896,rimexolone,triamcinolone,risk or severity of adverse effects
DB00620,DB00846,flurandrenolide,triamcinolone,risk or severity of adverse effects
DB00620,DB00838,clocortolone,triamcinolone,risk or severity of adverse effects
DB00620,DB09091,tixocortol,triamcinolone,risk or severity of adverse effects
DB00620,DB01410,ciclesonide,triamcinolone,risk or severity of adverse effects
DB00620,DB01234,dexamethasone,triamcinolone,risk or severity of adverse effects
DB00620,DB01222,budesonide,triamcinolone,risk or severity of adverse effects
DB00620,DB01047,fluocinonide,triamcinolone,risk or severity of adverse effects
DB00620,DB00860,prednisolone,triamcinolone,risk or severity of adverse effects
DB00620,DB00741,hydrocortisone,triamcinolone,risk or severity of adverse effects
DB00620,DB09285,morniflumate,triamcinolone,risk or severity of adverse effects
DB00620,DB09295,talniflumate,triamcinolone,risk or severity of adverse effects
DB00620,DB09214,dexketoprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB09213,dexibuprofen,triamcinolone,risk or severity of adverse effects
DB00620,DB08910,pomalidomide,triamcinolone,risk or severity of adverse effects
DB00620,DB04574,estrone sulfate,triamcinolone,risk or severity of adverse effects
DB00620,DB02789,pregnenolone,triamcinolone,risk or severity of adverse effects
DB00620,DB02187,equilin,triamcinolone,risk or severity of adverse effects
DB00620,DB01708,prasterone,triamcinolone,risk or severity of adverse effects
DB00620,DB01384,paramethasone,triamcinolone,risk or severity of adverse effects
DB00620,DB00687,fludrocortisone,triamcinolone,risk or severity of adverse effects
DB00620,DB00663,flumethasone,triamcinolone,risk or severity of adverse effects
DB00620,DB00635,prednisone,triamcinolone,risk or severity of adverse effects
DB00620,DB08971,fluocortolone,triamcinolone,risk or severity of adverse effects
DB00620,DB06781,difluprednate,triamcinolone,risk or severity of adverse effects
DB00620,DB08906,fluticasone furoate,triamcinolone,risk or severity of adverse effects
DB00620,DB00873,loteprednol,triamcinolone,risk or severity of adverse effects
DB00620,DB00764,mometasone,triamcinolone,risk or severity of adverse effects
DB00620,DB01380,cortisone acetate,triamcinolone,risk or severity of adverse effects
DB00620,DB01130,prednicarbate,triamcinolone,risk or severity of adverse effects
DB00620,DB01013,clobetasol propionate,triamcinolone,risk or severity of adverse effects
DB00621,DB01418,acenocoumarol,oxandrolone,anticoagulant activities
DB00621,DB00946,oxandrolone,phenprocoumon,anticoagulant activities
DB00621,DB00682,oxandrolone,warfarin,anticoagulant activities
DB00620,DB11079,triamcinolone,trolamine salicylate,risk or severity of adverse effects
DB00620,DB09543,methyl salicylate,triamcinolone,risk or severity of adverse effects
DB00620,DB06807,phenyl aminosalicylate,triamcinolone,risk or severity of adverse effects
DB00620,DB13867,fluticasone,triamcinolone,risk or severity of adverse effects
DB00620,DB11921,deflazacort,triamcinolone,risk or severity of adverse effects
DB00620,DB06786,halcinonide,triamcinolone,risk or severity of adverse effects
DB00620,DB01260,desonide,triamcinolone,risk or severity of adverse effects
DB00620,DB13158,clobetasone,triamcinolone,risk or severity of adverse effects
DB00620,DB11750,clobetasol,triamcinolone,risk or severity of adverse effects
DB00620,DB09378,fluprednisolone,triamcinolone,risk or severity of adverse effects
DB00620,DB09095,difluocortolone,triamcinolone,risk or severity of adverse effects
DB00620,DB08905,formestane,triamcinolone,risk or severity of adverse effects
DB00620,DB06780,desoxycorticosterone acetate,triamcinolone,risk or severity of adverse effects
DB00621,DB01268,oxandrolone,sunitinib,hypoglycemic activities
DB00621,DB01261,oxandrolone,sitagliptin,hypoglycemic activities
DB00621,DB01200,bromocriptine,oxandrolone,hypoglycemic activities
DB00621,DB01132,oxandrolone,pioglitazone,hypoglycemic activities
DB00621,DB01124,oxandrolone,tolbutamide,hypoglycemic activities
DB00621,DB01120,gliclazide,oxandrolone,hypoglycemic activities
DB00621,DB01067,glipizide,oxandrolone,hypoglycemic activities
DB00621,DB01016,glyburide,oxandrolone,hypoglycemic activities
DB00621,DB01015,oxandrolone,sulfamethoxazole,hypoglycemic activities
DB00621,DB00912,oxandrolone,repaglinide,hypoglycemic activities
DB00621,DB00839,oxandrolone,tolazamide,hypoglycemic activities
DB00621,DB00834,mifepristone,oxandrolone,hypoglycemic activities
DB00621,DB00738,oxandrolone,pentamidine,hypoglycemic activities
DB00621,DB00731,nateglinide,oxandrolone,hypoglycemic activities
DB00621,DB00672,chlorpropamide,oxandrolone,hypoglycemic activities
DB00621,DB13136,fluindione,oxandrolone,anticoagulant activities
DB00768,DB01351,amobarbital,olopatadine,risk or severity of adverse effects
DB00768,DB01267,olopatadine,paliperidone,risk or severity of adverse effects
DB00768,DB01238,aripiprazole,olopatadine,risk or severity of adverse effects
DB00768,DB01236,olopatadine,sevoflurane,risk or severity of adverse effects
DB00768,DB01224,olopatadine,quetiapine,risk or severity of adverse effects
DB00768,DB01221,ketamine,olopatadine,risk or severity of adverse effects
DB00768,DB01215,estazolam,olopatadine,risk or severity of adverse effects
DB00768,DB01198,olopatadine,zopiclone,risk or severity of adverse effects
DB00768,DB01192,olopatadine,oxymorphone,risk or severity of adverse effects
DB00768,DB01189,desflurane,olopatadine,risk or severity of adverse effects
DB00621,DB09038,empagliflozin,oxandrolone,hypoglycemic activities
DB00621,DB08907,canagliflozin,oxandrolone,hypoglycemic activities
DB00621,DB06335,oxandrolone,saxagliptin,hypoglycemic activities
DB00621,DB06292,dapagliflozin,oxandrolone,hypoglycemic activities
DB00621,DB06203,alogliptin,oxandrolone,hypoglycemic activities
DB00621,DB01278,oxandrolone,pramlintide,hypoglycemic activities
DB00768,DB00899,olopatadine,remifentanil,risk or severity of adverse effects
DB00768,DB00897,olopatadine,triazolam,risk or severity of adverse effects
DB00768,DB00875,flupentixol,olopatadine,risk or severity of adverse effects
DB00768,DB00854,levorphanol,olopatadine,risk or severity of adverse effects
DB00768,DB00850,olopatadine,perphenazine,risk or severity of adverse effects
DB00768,DB00844,nalbuphine,olopatadine,risk or severity of adverse effects
DB00768,DB00842,olopatadine,oxazepam,risk or severity of adverse effects
DB00768,DB00831,olopatadine,trifluoperazine,risk or severity of adverse effects
DB00768,DB00829,diazepam,olopatadine,risk or severity of adverse effects
DB00768,DB00818,olopatadine,propofol,risk or severity of adverse effects
DB00768,DB01623,olopatadine,thiothixene,risk or severity of adverse effects
DB00768,DB01595,nitrazepam,olopatadine,risk or severity of adverse effects
DB00768,DB01589,olopatadine,quazepam,risk or severity of adverse effects
DB00768,DB01558,bromazepam,olopatadine,risk or severity of adverse effects
DB00768,DB01551,dihydrocodeine,olopatadine,risk or severity of adverse effects
DB00768,DB01440,gamma hydroxybutyric acid,olopatadine,risk or severity of adverse effects
DB00622,DB13345,dihydroergocristine,nicardipine,risk or severity of adverse effects
DB00622,DB01253,ergonovine,nicardipine,risk or severity of adverse effects
DB00768,DB06201,olopatadine,rufinamide,risk or severity of adverse effects
DB00768,DB12364,betrixaban,olopatadine,risk or severity of bleeding
DB00768,DB09449,olopatadine,sodium phosphate,nephrotoxic activities
DB00768,DB00813,fentanyl,olopatadine,risk or severity of adverse effects
DB00768,DB00802,alfentanil,olopatadine,risk or severity of adverse effects
DB00768,DB01250,olopatadine,olsalazine,nephrotoxic activities
DB00622,DB00699,nicardipine,nicergoline,risk or severity of adverse effects
DB00622,DB00696,ergotamine,nicardipine,risk or severity of adverse effects
DB00768,DB01100,olopatadine,pimozide,risk or severity of adverse effects
DB00768,DB01081,diphenoxylate,olopatadine,risk or severity of adverse effects
DB00768,DB01075,diphenhydramine,olopatadine,risk or severity of adverse effects
DB00768,DB00996,gabapentin,olopatadine,risk or severity of adverse effects
DB00768,DB00962,olopatadine,zaleplon,risk or severity of adverse effects
DB00768,DB00924,cyclobenzaprine,olopatadine,risk or severity of adverse effects
DB00768,DB13346,bufexamac,olopatadine,risk or severity of adverse effects
DB00768,DB11079,olopatadine,trolamine salicylate,risk or severity of adverse effects
DB00768,DB06736,aceclofenac,olopatadine,risk or severity of adverse effects
DB00768,DB09213,dexibuprofen,olopatadine,risk or severity of adverse effects
DB00768,DB08910,olopatadine,pomalidomide,risk or severity of adverse effects
DB00768,DB00856,chlorphenesin,olopatadine,risk or severity of adverse effects
DB00768,DB06774,capsaicin,olopatadine,risk or severity of adverse effects
DB00768,DB01401,choline magnesium trisalicylate,olopatadine,risk or severity of adverse effects
DB00768,DB01419,antrafenine,olopatadine,risk or severity of adverse effects
DB00768,DB01435,antipyrine,olopatadine,risk or severity of adverse effects
DB00768,DB04552,niflumic acid,olopatadine,risk or severity of adverse effects
DB00768,DB09295,olopatadine,talniflumate,risk or severity of adverse effects
DB00622,DB01076,atorvastatin,nicardipine,risk or severity of adverse effects
DB00622,DB11273,dihydroergocornine,nicardipine,risk or severity of adverse effects
DB00622,DB01200,bromocriptine,nicardipine,risk or severity of adverse effects
DB00622,DB01186,nicardipine,pergolide,risk or severity of adverse effects
DB00768,DB04743,nimesulide,olopatadine,risk or severity of adverse effects
DB00768,DB01600,olopatadine,tiaprofenic acid,risk or severity of adverse effects
DB00768,DB00936,olopatadine,salicylic acid,risk or severity of adverse effects
DB00768,DB01399,olopatadine,salsalate,risk or severity of adverse effects
DB00768,DB01050,ibuprofen,olopatadine,risk or severity of adverse effects
DB00768,DB01014,balsalazide,olopatadine,risk or severity of adverse effects
DB00768,DB01009,ketoprofen,olopatadine,risk or severity of adverse effects
DB00768,DB00963,bromfenac,olopatadine,risk or severity of adverse effects
DB00768,DB00945,acetylsalicylic acid,olopatadine,risk or severity of adverse effects
DB00768,DB00939,meclofenamic acid,olopatadine,risk or severity of adverse effects
DB00768,DB00870,olopatadine,suprofen,risk or severity of adverse effects
DB00768,DB04865,olopatadine,omacetaxine mepesuccinate,risk or severity of bleeding
DB00768,DB09285,morniflumate,olopatadine,risk or severity of adverse effects
DB00768,DB09214,dexketoprofen,olopatadine,risk or severity of adverse effects
DB00768,DB13783,acemetacin,olopatadine,risk or severity of adverse effects
DB00768,DB08976,floctafenine,olopatadine,risk or severity of adverse effects
DB00765,DB01149,metyrosine,nefazodone,risk or severity of adverse effects
DB00768,DB00861,diflunisal,olopatadine,risk or severity of adverse effects
DB00768,DB00814,meloxicam,olopatadine,risk or severity of adverse effects
DB00768,DB00788,naproxen,olopatadine,risk or severity of adverse effects
DB00768,DB00991,olopatadine,oxaprozin,risk or severity of adverse effects
DB00768,DB00821,carprofen,olopatadine,risk or severity of adverse effects
DB00768,DB00812,olopatadine,phenylbutazone,risk or severity of adverse effects
DB00768,DB00784,mefenamic acid,olopatadine,risk or severity of adverse effects
DB00768,DB08439,olopatadine,parecoxib,risk or severity of adverse effects
DB00768,DB01628,etoricoxib,olopatadine,risk or severity of adverse effects
DB00768,DB01283,lumiracoxib,olopatadine,risk or severity of adverse effects
DB00768,DB00795,olopatadine,sulfasalazine,risk or severity of adverse effects
DB00768,DB06802,nepafenac,olopatadine,risk or severity of adverse effects
